bias_abs_V,input_a_V,input_b_V,common_V,output_A,effective_mA,delta_M_independent
8.0,11.479999999999999,-8.0,-1.9823682841786907,-0.019794841170464834,19.794841170464835,0.0317995503324468
8.0,11.643999999999998,-8.0,-1.931706497659456,-0.019961491784014948,19.96149178401495,0.035778685491481
8.0,11.807999999999998,-8.0,-1.8810447111402215,-0.020128142397565062,20.128142397565064,0.04011157622503042
8.0,11.971999999999998,-8.0,-1.8303829246209864,-0.020294793011115177,20.29479301111518,0.04481716824189863
8.0,12.136,-8.0,-1.7797211381017513,-0.020461443624665294,20.461443624665293,0.049912814810329775
8.0,12.299999999999999,-8.0,-1.7290593515825166,-0.020628094238215405,20.628094238215404,0.05541365771093659
8.0,12.463999999999999,-8.0,-1.6783975650632814,-0.02079474485176552,20.79474485176552,0.06133195163901317
8.0,12.627999999999998,-8.0,-1.627735778544047,-0.020961395465315637,20.961395465315636,0.06767634883759105
8.0,12.791999999999998,-8.0,-1.5770739920248122,-0.02112804607886575,21.128046078865747,0.07445116757335657
8.0,12.955999999999998,-8.0,-1.5264122055055778,-0.021294696692415863,21.29469669241586,0.08165567502158078
8.0,13.119999999999997,-8.0,-1.4757504189863426,-0.02146134730596598,21.46134730596598,0.08928342153575336
8.0,13.283999999999999,-8.0,-1.4250886324671075,-0.021627997919516095,21.627997919516094,0.09732166831138661
8.0,13.447999999999999,-8.0,-1.3744268459478728,-0.021794648533066206,21.794648533066205,0.10575095318444544
8.0,13.611999999999998,-8.0,-1.3237650594286376,-0.021961299146616323,21.961299146616323,0.11454483882280375
8.0,13.775999999999998,-8.0,-1.273103272909403,-0.022127949760166438,22.127949760166437,0.12366988313124277
8.0,13.939999999999998,-8.0,-1.2224414863901685,-0.02229460037371655,22.29460037371655,0.13308586289172936
8.0,14.103999999999997,-8.0,-1.1717796998709338,-0.022461250987266666,22.461250987266666,0.14274626859209483
8.0,14.267999999999999,-8.0,-1.1211179133516982,-0.02262790160081678,22.62790160081678,0.1525990717518812
8.0,14.431999999999999,-8.0,-1.0704561268324635,-0.022794552214366895,22.794552214366895,0.16258774714744167
8.0,14.595999999999998,-8.0,-1.019794340313229,-0.02296120282791701,22.96120282791701,0.17265251300113155
8.0,14.759999999999998,-8.0,-0.9691325537939939,-0.023127853441467127,23.127853441467128,0.18273173456098685
8.0,14.923999999999998,-8.0,-0.9184707672747592,-0.023294504055017238,23.29450405501724,0.19276342267201713
8.0,15.087999999999997,-8.0,-0.8678089807555246,-0.023461154668567352,23.461154668567353,0.20268675068045822
8.0,15.251999999999999,-8.0,-0.8171471942362895,-0.02362780528211747,23.62780528211747,0.21244351140008738
8.0,15.415999999999999,-8.0,-0.7664854077170543,-0.023794455895667584,23.794455895667586,0.22197944111914408
8.0,15.579999999999998,-8.0,-0.7158236211978197,-0.0239611065092177,23.9611065092177,0.23124534904380195
8.0,15.743999999999998,-8.0,-0.6651618346785851,-0.024127757122767813,24.127757122767814,0.24019800668618102
8.0,15.907999999999998,-8.0,-0.61450004815935,-0.024294407736317927,24.29440773631793,0.24880077052318333
8.0,16.072,-8.0,-0.5638382616401149,-0.024461058349868045,24.461058349868043,0.2570239306119762
8.0,16.235999999999997,-8.0,-0.5131764751208808,-0.024627708963418156,24.627708963418154,0.2648447957443614
8.0,16.4,-8.0,-0.4625146886016457,-0.02479435957696827,24.79435957696827,0.2722475405806724
