bias_abs_V,input_a_V,input_b_V,common_V,output_A,effective_mA,delta_M_independent
8.0,5.084,-8.0,-3.9581779584288492,-0.013295467242010365,13.295467242010364,0.0
8.0,5.247999999999999,-8.0,-3.9075161719096148,-0.013462117855560478,13.462117855560477,0.0
8.0,5.411999999999999,-8.0,-3.8568543853903794,-0.013628768469110594,13.628768469110593,0.0
8.0,5.576,-8.0,-3.806192598871145,-0.013795419082660708,13.795419082660707,0.0
8.0,5.739999999999999,-8.0,-3.7555308123519104,-0.01396206969621082,13.96206969621082,0.0
8.0,5.903999999999999,-8.0,-3.704869025832675,-0.014128720309760937,14.128720309760936,0.0
8.0,6.068,-8.0,-3.65420723931344,-0.014295370923311054,14.295370923311054,0.0
8.0,6.231999999999999,-8.0,-3.6035454527942057,-0.014462021536861163,14.462021536861164,0.0
8.0,6.395999999999999,-8.0,-3.5528836662749708,-0.014628672150411281,14.628672150411282,0.0
8.0,6.559999999999999,-8.0,-3.502221879755736,-0.014795322763961397,14.795322763961398,0.0
8.0,6.723999999999999,-8.0,-3.451560093236501,-0.01496197337751151,14.96197337751151,0.0
8.0,6.887999999999999,-8.0,-3.4008983067172665,-0.015128623991061624,15.128623991061625,0.0
8.0,7.051999999999999,-8.0,-3.3502365201980315,-0.01529527460461174,15.29527460461174,0.0
8.0,7.215999999999999,-8.0,-3.299574733678796,-0.015461925218161856,15.461925218161856,0.0
8.0,7.379999999999999,-8.0,-3.2489129471595617,-0.015628575831711965,15.628575831711965,0.0
8.0,7.543999999999999,-8.0,-3.198251160640327,-0.015795226445262083,15.795226445262083,0.0
8.0,7.707999999999999,-8.0,-3.147589374121092,-0.0159618770588122,15.9618770588122,0.0
8.0,7.871999999999999,-8.0,-3.0969275876018574,-0.01612852767236231,16.12852767236231,0.0
8.0,8.036,-8.0,-3.046265801082622,-0.016295178285912426,16.295178285912428,0.0
8.0,8.2,-8.0,-2.9956040145633875,-0.016461828899462544,16.461828899462542,0.0
8.0,8.363999999999999,-8.0,-2.944942228044153,-0.01662847951301265,16.62847951301265,0.0
8.0,8.527999999999999,-8.0,-2.8942804415249177,-0.01679513012656277,16.795130126562768,0.0
8.0,8.691999999999998,-8.0,-2.8436186550056832,-0.016961780740112887,16.961780740112886,0.0
8.0,8.855999999999998,-8.0,-2.7929568684864488,-0.017128431353662998,17.128431353662997,0.0005723252494394537
8.0,9.02,-8.0,-2.742295081967213,-0.017295081967213115,17.295081967213115,0.0013887046459219454
8.0,9.184,-8.0,-2.6916332954479785,-0.01746173258076323,17.46173258076323,0.002296595169483162
8.0,9.347999999999999,-8.0,-2.6409715089287435,-0.017628383194313344,17.628383194313344,0.003305692798324711
8.0,9.511999999999999,-8.0,-2.590309722409509,-0.017795033807863455,17.795033807863454,0.004426585918157477
8.0,9.675999999999998,-8.0,-2.539647935890274,-0.017961684421413573,17.961684421413572,0.005670804776408578
8.0,9.839999999999998,-8.0,-2.4889861493710392,-0.018128335034963687,18.128335034963687,0.0070508651648661935
8.0,10.004,-8.0,-2.4383243628518043,-0.0182949856485138,18.2949856485138,0.008580303547647161
8.0,10.168,-8.0,-2.387662576332569,-0.01846163626206392,18.46163626206392,0.010273700259841312
8.0,10.331999999999999,-8.0,-2.3370007898133345,-0.01862828687561403,18.62828687561403,0.01214668675430608
8.0,10.495999999999999,-8.0,-2.2863390032941,-0.018794937489164144,18.794937489164145,0.014215932186733282
8.0,10.659999999999998,-8.0,-2.2356772167748655,-0.01896158810271426,18.96158810271426,0.016499103930274983
8.0,10.823999999999998,-8.0,-2.18501543025563,-0.019128238716264373,19.128238716264374,0.019014795942836504
8.0,10.987999999999998,-8.0,-2.1343536437363957,-0.019294889329814487,19.294889329814488,0.0217824183319964
8.0,11.152,-8.0,-2.0836918572171603,-0.019461539943364605,19.461539943364606,0.02482204105381175
8.0,11.315999999999999,-8.0,-2.0330300706979254,-0.019628190556914716,19.628190556914717,0.028154184543651872
